Cell_name	Zvalue	Color	Cluster	NOX4	STAT3
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.54992	0
MGH54_P6_H08	NA	black	0	0	0.60881
MGH54_P6_H09	1.92366468511	black	0	2.1916	4.0656
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	0.40926
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0.37072
MGH54_P7_A03	NA	black	0	0	0.33113
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	0	0.1375
MGH54_P7_A07	NA	black	0	0.17249	0
MGH54_P7_A08	NA	black	0	0	4.6504
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	0	0.25701
MGH54_P7_A12	NA	black	0	0	0.12829
MGH54_P7_B01	NA	black	0	0.19156	0
MGH54_P7_B03	NA	black	0	0	0.13225
MGH54_P7_B04	NA	black	0	0	5.3531
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	0	2.3843
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0	0.52707
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	5.2685	0
MGH54_P7_C03	0.46726855159	green3	2	0.15704	0.22404
MGH54_P7_C04	NA	black	0	0	0.15575
MGH54_P7_C05	-0.260303298626	red	1	0.36737	4.3093
MGH54_P7_C06	NA	black	0	0	4.5478
MGH54_P7_C07	0.260120371378	red	1	0.29042	0.51096
MGH54_P7_C08	NA	black	0	0.17121	0
MGH54_P7_C09	NA	black	0	0	0.12433
MGH54_P7_C10	NA	black	0	0	0.25338
MGH54_P7_C11	NA	black	0	0	0.50792
MGH54_P7_C12	NA	black	0	0	0.6173
MGH54_P7_D01	NA	black	0	0	0.20914
MGH54_P7_D02	NA	black	0	0	0.21288
MGH54_P7_D03	NA	black	0	0	0.30685
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0.32769
MGH54_P7_D06	0.365472646945	green3	2	0.24123	0.21412
MGH54_P7_D08	NA	black	0	5.6196	0
MGH54_P7_D11	NA	black	0	0.16736	0
MGH54_P7_D12	NA	black	0	0	0.09356
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0.28451
MGH54_P7_E03	-0.534560604256	red	1	0.15445	4.2466
MGH54_P7_E04	NA	black	0	0	0.15704
MGH54_P7_E05	NA	black	0	0	4.219
MGH54_P7_E06	0.335357997219	red	1	0.23879	0.39616
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	3.7982
MGH54_P7_E10	0.32305341199	red	1	0.26664	0.28096
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	0.375464777776	green3	2	0.21412	0.33342
MGH54_P7_F01	0.308253950328	red	1	0.26424	0.38736
MGH54_P7_F02	0.462944398921	green3	2	0.17249	0.15834
MGH54_P7_F03	NA	black	0	0	0.41684
MGH54_P7_F04	-0.315885295025	red	1	0.40272	5.2521
MGH54_P7_F05	NA	black	0	0	2.6686
MGH54_P7_F06	NA	black	0	0	0.4489
MGH54_P7_F08	NA	black	0	0	0.14535
MGH54_P7_F10	0.447319321806	green3	2	0.14535	0.36625
MGH54_P7_F11	-1.56136499201	black	0	1.893	0.39287
MGH54_P7_G01	NA	black	0	0	0.14405
MGH54_P7_G02	NA	black	0	0	1.9613
MGH54_P7_G03	0.487086460545	green3	2	0.15445	0.15316
MGH54_P7_G04	0.439643760993	green3	2	0.1865	0.18396
MGH54_P7_G06	NA	black	0	0	0.22651
MGH54_P7_G07	NA	black	0	0.21909	0
MGH54_P7_G08	NA	black	0	0	4.1126
MGH54_P7_G09	NA	black	0	0	0.16864
MGH54_P7_G10	NA	black	0	0	0.6173
MGH54_P7_G11	NA	black	0	0	5.6038
MGH54_P7_H01	NA	black	0	0	0.32308
MGH54_P7_H02	NA	black	0	0	4.9272
MGH54_P7_H04	NA	black	0	0	1.123
MGH54_P7_H05	NA	black	0	0	4.7579
MGH54_P7_H09	NA	black	0	0	0.77653
MGH54_P7_H10	NA	black	0	0	0.43829
MGH54_P8_A01	NA	black	0	0	4.4945
MGH54_P8_A06	NA	black	0	0	0.28451
MGH54_P8_A07	NA	black	0	0	0
MGH54_P8_A09	0.532882997752	green3	2	0.1177	0.15704
MGH54_P8_A10	0.0181005636269	red	1	0.51702	0.89763
MGH54_P8_A11	NA	black	0	0	0.37851
MGH54_P8_A12	NA	black	0	0	0.52105
MGH54_P8_B01	0.0532191065828	red	1	0.48852	0.43616
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	-1.5417025036	black	0	1.8189	0.3115
MGH54_P8_B08	NA	black	0	0	0.24975
MGH54_P8_B09	NA	black	0	0	0.28806
MGH54_P8_B12	NA	black	0	0	0.65168
MGH54_P8_C02	NA	black	0	0	0.44255
MGH54_P8_C04	NA	black	0	0	0.32654
MGH54_P8_C06	NA	black	0	0	0.14796
MGH54_P8_C07	NA	black	0	0	0.36737
MGH54_P8_C09	0.669348889428	red	1	0.02432	0.1003
MGH54_P8_C12	NA	black	0	0	0.26784
MGH54_P8_D01	NA	black	0	0	0.36289
MGH54_P8_D03	NA	black	0	0	0.47508
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	0	0.23634
MGH54_P8_D06	NA	black	0	0.27023	0
MGH54_P8_D07	NA	black	0	0	4.5489
MGH54_P8_D08	0.544550587997	green3	2	0.13093	0.042644
MGH54_P8_D10	NA	black	0	0	0
MGH54_P8_D11	NA	black	0	0	0.10836
MGH54_P8_D12	0.446664207582	green3	2	0.15834	0.30568
MGH54_P8_E01	NA	black	0	0	0
MGH54_P8_E04	NA	black	0	0.17377	0
MGH54_P8_E05	-0.358460843745	red	1	0.34823	4.8129
MGH54_P8_E07	0.486101185995	green3	2	0.096262	0.42868
MGH54_P8_E08	NA	black	0	0	0
MGH54_P8_E10	NA	black	0	0	0.24367
MGH54_P8_F01	-0.228468563694	red	1	0.419	4.7029
MGH54_P8_F02	NA	black	0	0.25822	0
MGH54_P8_F04	NA	black	0	0.15056	0
MGH54_P8_F05	-0.642917837071	red	1	0.20789	5.0176
MGH54_P8_F06	-0.612753375966	red	1	0.12035	4.3615
MGH54_P8_F08	NA	black	0	0	5.2514
MGH54_P8_F09	NA	black	0	0	1.5018
MGH54_P8_F10	NA	black	0	0	0.23756
MGH54_P8_F11	1.11752568422	red	1	1.2786	4.6399
MGH54_P8_F12	0.450874592038	green3	2	0.10165	0.53705
MGH54_P8_G01	NA	black	0	0	0.75189
MGH54_P8_G03	NA	black	0	0	0.25096
MGH54_P8_G04	NA	black	0	0	5.0649
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	NA	black	0	0	0.14796
MGH54_P8_G07	NA	black	0	0	0.21537
MGH54_P8_G08	NA	black	0	0	0.14926
MGH54_P8_G09	0.455038924213	green3	2	0.13881	0.36513
MGH54_P8_G10	NA	black	0	0	0.23511
MGH54_P8_G11	0.470071948859	green3	2	0.10568	0.44996
MGH54_P8_G12	NA	black	0	0	0
MGH54_P8_H01	NA	black	0	0	3.5553
MGH54_P8_H03	NA	black	0	0	0
MGH54_P8_H04	0.514195131525	green3	2	0.13619	0.1375
MGH54_P8_H06	NA	black	0	0	0.71633
MGH54_P8_H07	NA	black	0	0	2.0423
MGH54_P8_H08	NA	black	0	0	0.10702
MGH54_P8_H10	NA	black	0	0	0.16479
MGH54_P8_H12	NA	black	0	0	5.6252
MGH54_P10_A01	NA	black	0	1.7485	0
MGH54_P10_A02	NA	black	0	0	0
MGH54_P10_A03	NA	black	0	0	0
MGH54_P10_A04	0.0208198861617	red	1	0.38405	1.9679
MGH54_P10_A05	NA	black	0	0	0.46153
MGH54_P10_A06	NA	black	0	0	1.3578
MGH54_P10_A07	NA	black	0	0	0.57531
MGH54_P10_A09	0.44347641188	green3	2	0.1865	0.16607
MGH54_P10_A10	NA	black	0	0	0.17121
MGH54_P10_A11	NA	black	0	0	0.21909
MGH54_P10_A12	NA	black	0	0	0.44784
MGH54_P10_B01	NA	black	0	0	0.73031
MGH54_P10_B02	0.591149553429	red	1	0.0229	0.35163
MGH54_P10_B03	NA	black	0	0	4.5592
MGH54_P10_B05	0.34040943553	green3	2	0.21412	0.50995
MGH54_P10_B06	3.98745084187	black	0	4.2005	3.9935
MGH54_P10_B07	-0.377675979561	red	1	0.21909	3.9264
MGH54_P10_B08	0.0629050436408	red	1	0.24245	1.8404
MGH54_P10_B09	NA	black	0	0	0.45943
MGH54_P10_B10	NA	black	0	0.22404	0
MGH54_P10_B11	NA	black	0	0	0.66903
MGH54_P10_B12	NA	black	0	0	0
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	0	2.4688
MGH54_P10_C03	NA	black	0	0	0.14666
MGH54_P10_C04	-1.64467199279	black	0	2.7225	1.0349
MGH54_P10_C05	-0.632660110693	red	1	0.20914	4.9835
MGH54_P10_C07	NA	black	0	0	6.2405
MGH54_P10_C08	NA	black	0	0	0.15316
MGH54_P10_C09	NA	black	0	0	0
MGH54_P10_C10	-0.361189683171	red	1	0.83107	0.25822
MGH54_P10_C11	NA	black	0	0	0.23266
MGH54_P10_C12	NA	black	0	0	5.9197
MGH54_P10_D01	NA	black	0	0	1.0956
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	NA	black	0	0	0.63506
MGH54_P10_D04	0.364718020287	green3	2	0.24489	0.19283
MGH54_P10_D05	-0.139269647914	red	1	0.28924	3.0036
MGH54_P10_D06	NA	black	0	0	6.5826
MGH54_P10_D07	NA	black	0	0	4.3839
MGH54_P10_D09	NA	black	0	0	4.9464
MGH54_P10_D10	NA	black	0	0	0.24367
MGH54_P10_D11	-0.130651450904	red	1	0.21412	2.778
MGH54_P10_D12	NA	black	0	0	2.4865
MGH54_P10_E01	0.325578002513	red	1	0.27023	0.23879
MGH54_P10_E02	NA	black	0	0	1.4271
MGH54_P10_E03	0.425995590084	green3	2	0.18396	0.26183
MGH54_P10_E04	NA	black	0	0	4.9939
MGH54_P10_E05	NA	black	0	0	3.2337
MGH54_P10_E06	NA	black	0	0	0.14405
MGH54_P10_E07	NA	black	0	0	0
MGH54_P10_E08	NA	black	0	0	0.27023
MGH54_P10_E09	NA	black	0	0	0
MGH54_P10_E10	NA	black	0	0	3.5011
MGH54_P10_E11	NA	black	0	0	0
MGH54_P10_E12	-0.226032663921	red	1	0.48336	6.2868
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	-0.0358348418485	red	1	0.29396	2.3904
MGH54_P10_F03	NA	black	0	0	0.36625
MGH54_P10_F04	NA	black	0	0	0.31383
MGH54_P10_F05	NA	black	0	0	2.5656
MGH54_P10_F06	NA	black	0	0	1.0101
MGH54_P10_F08	NA	black	0	0	4.3224
MGH54_P10_F09	NA	black	0	0	0.5656
MGH54_P10_F10	NA	black	0	0	0.39287
MGH54_P10_F11	-4.00538576259	black	0	3.6649	0.21785
MGH54_P10_F12	NA	black	0	0	0.27501
MGH54_P10_G01	NA	black	0	0	0.30334
MGH54_P10_G02	NA	black	0	0	0.42761
MGH54_P10_G03	NA	black	0	0	0.074505
MGH54_P10_G05	-0.32048947713	red	1	0.29631	4.0977
MGH54_P10_G06	NA	black	0	0	0.30451
MGH54_P10_G07	NA	black	0	0	0
MGH54_P10_G09	0.347705062844	green3	2	0.17632	0.65444
MGH54_P10_G10	NA	black	0	0	4.6571
MGH54_P10_G11	-0.0843616837419	red	1	0.26903	2.6411
MGH54_P10_G12	NA	black	0	0	0
MGH54_P10_H02	-0.00934542099553	red	1	0.38847	2.2633
MGH54_P10_H03	NA	black	0	0	0.58207
MGH54_P10_H04	NA	black	0	0	4.2705
MGH54_P10_H05	NA	black	0	0	5.0251
MGH54_P10_H06	0.405125798751	green3	2	0.21039	0.20664
MGH54_P10_H07	NA	black	0	0	5.2209
MGH54_P10_H08	NA	black	0	0	2.9839
MGH54_P10_H09	0.199858778545	red	1	0.29866	0.86235
MGH54_P10_H10	-0.308250804859	red	1	0.24975	3.7521
MGH54_P10_H11	0.356031588228	green3	2	0.22527	0.36737
MGH54_P10_H12	NA	black	0	0	0.32998
MGH54_P11_A01	NA	black	0	0	0.34596
MGH54_P11_A02	1.69166338607	black	0	1.84	4.2818
MGH54_P11_A03	NA	black	0	0.39944	0
MGH54_P11_A04	NA	black	0	0	0
MGH54_P11_A05	NA	black	0	0	0
MGH54_P11_A06	NA	black	0	0	0
MGH54_P11_A08	NA	black	0	0	4.3723
MGH54_P11_A09	NA	black	0	0	0.25942
MGH54_P11_A10	NA	black	0	0	4.7777
MGH54_P11_A11	-0.0420659825776	red	1	0.17632	2.344
MGH54_P11_A12	NA	black	0	0	3.9395
MGH54_P11_B01	NA	black	0	2.3225	0
MGH54_P11_B02	NA	black	0	0	0.45943
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	NA	black	0	0	0
MGH54_P11_B05	NA	black	0	0	3.7608
MGH54_P11_B06	0.0107956576544	red	1	4.2258	2.2615
MGH54_P11_B08	NA	black	0	0	0.29631
MGH54_P11_B09	NA	black	0	0	3.6964
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	0.278565058649	red	1	0.16864	0.98623
MGH54_P11_B12	NA	black	0	0	1.8734
MGH54_P11_C01	NA	black	0	0	1.3311
MGH54_P11_C02	NA	black	0	0	0.35276
MGH54_P11_C03	NA	black	0	0	0
MGH54_P11_C04	0.259691940601	red	1	0.29514	0.48027
MGH54_P11_C05	NA	black	0	0	0.61353
MGH54_P11_C06	0.872694403853	red	1	1.4797	3.6799
MGH54_P11_C07	NA	black	0	0	0
MGH54_P11_C08	0.398303077996	green3	2	0.21785	0.19409
MGH54_P11_C09	NA	black	0	0	3.6996
MGH54_P11_C10	NA	black	0	0.27262	0
MGH54_P11_C12	NA	black	0	3.791	0
MGH54_P11_D01	NA	black	0	2.8879	0
MGH54_P11_D02	NA	black	0	0	4.2451
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	1.9942
MGH54_P11_D05	NA	black	0	0	2.079
MGH54_P11_D06	NA	black	0	0	0
MGH54_P11_D07	NA	black	0	0	0.1903
MGH54_P11_D08	-0.240032898099	red	1	0.21039	3.2684
MGH54_P11_D09	NA	black	0	0	4.5508
MGH54_P11_D10	NA	black	0	0.15963	0
MGH54_P11_D11	NA	black	0	0	0.17121
MGH54_P11_D12	NA	black	0	0	0.58207
MGH54_P11_E01	NA	black	0	0	3.1493
MGH54_P11_E02	NA	black	0	0	4.4213
MGH54_P11_E03	NA	black	0	0	0.23879
MGH54_P11_E04	NA	black	0	0	0.26183
MGH54_P11_E05	0.374433594385	green3	2	0.16092	0.60312
MGH54_P11_E06	NA	black	0	0.20914	0
MGH54_P11_E07	-3.5983451787	black	0	3.6234	0.39835
MGH54_P11_E08	NA	black	0	0	0.29396
MGH54_P11_E09	0.520675487575	green3	2	0.12961	0.14535
MGH54_P11_E10	NA	black	0	0	4.3401
MGH54_P11_E11	NA	black	0	0	0
MGH54_P11_E12	NA	black	0	0	5.2074
MGH54_P11_F01	NA	black	0	0	0
MGH54_P11_F02	NA	black	0	0	2.4359
MGH54_P11_F03	NA	black	0	0	0
MGH54_P11_F04	NA	black	0	0	0.22157
MGH54_P11_F05	NA	black	0	0.2302	0
MGH54_P11_F06	NA	black	0	0	1.1583
MGH54_P11_F07	0.292609287648	red	1	0.29631	0.2461
MGH54_P11_F08	NA	black	0	0	1.8388
MGH54_P11_F09	NA	black	0	0	0.77062
MGH54_P11_F10	NA	black	0	0	0.46884
MGH54_P11_F11	NA	black	0	0.044044	0
MGH54_P11_F12	NA	black	0	0	5.1916
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	NA	black	0	0	3.7697
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	NA	black	0	0.25096	0
MGH54_P11_G05	NA	black	0	0	0.32077
MGH54_P11_G06	NA	black	0	0	4.3394
MGH54_P11_G07	NA	black	0	0	0.14405
MGH54_P11_G08	NA	black	0	0	2.8098
MGH54_P11_G09	0.0923892141116	red	1	0.44573	0.59072
MGH54_P11_G10	-0.4922241007	red	1	0.21785	4.4332
MGH54_P11_G11	NA	black	0	0	0.10434
MGH54_P11_G12	NA	black	0	0	0
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	NA	black	0	0	3.1658
MGH54_P11_H03	NA	black	0	0	5.4587
MGH54_P11_H04	NA	black	0	0.301	0
MGH54_P11_H05	NA	black	0	0	0
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	0.029175740295	red	1	0.13356	2.0538
MGH54_P11_H08	NA	black	0	0	0
MGH54_P11_H09	NA	black	0	0	0.79577
MGH54_P11_H10	NA	black	0	0.16736	0
MGH54_P11_H11	0.501724568398	green3	2	0.12697	0.23389
MGH54_P11_H12	NA	black	0	0	0.09356
MGH54_P12_A01	NA	black	0	0	0
MGH54_P12_A02	-0.0426996008639	red	1	0.36513	2.5358
MGH54_P12_A03	-3.79513247169	black	0	3.826	0.42008
MGH54_P12_A04	NA	black	0	0	0.40926
MGH54_P12_A05	NA	black	0	0	4.8153
MGH54_P12_A06	NA	black	0	0	3.6273
MGH54_P12_A07	NA	black	0	0	0.50182
MGH54_P12_A08	0.365147870839	green3	2	0.21785	0.36401
MGH54_P12_A09	-0.278339282081	red	1	0.26784	3.6905
MGH54_P12_A10	0.115510199906	red	1	0.2228	1.6007
MGH54_P12_A11	NA	black	0	0	0
MGH54_P12_B01	NA	black	0	0	4.0648
MGH54_P12_B02	NA	black	0	0	4.8837
MGH54_P12_B03	NA	black	0	0	4.6127
MGH54_P12_B04	NA	black	0	0	4.2218
MGH54_P12_B05	NA	black	0	0	0
MGH54_P12_B06	NA	black	0	0	0.36625
MGH54_P12_B07	NA	black	0	0	3.1355
MGH54_P12_B08	-1.03724699669	red	1	1.487	0.4782
MGH54_P12_B09	-0.189123507541	red	1	0.14796	2.9032
MGH54_P12_B10	-1.9731880152	black	0	2.0454	0.15056
MGH54_P12_B11	NA	black	0	0	0.23634
MGH54_P12_C01	NA	black	0	0	3.7438
MGH54_P12_C02	NA	black	0	0	3.588
MGH54_P12_C03	0.0251326241999	red	1	0.50487	1.0559
MGH54_P12_C04	NA	black	0	0	0
MGH54_P12_C05	NA	black	0	0	0
MGH54_P12_C06	NA	black	0	0	5.0041
MGH54_P12_C07	NA	black	0	0	2.5683
MGH54_P12_C08	NA	black	0	0	3.4308
MGH54_P12_C09	NA	black	0	1.9848	0
MGH54_P12_C11	NA	black	0	0	1.9449
MGH54_P12_C12	NA	black	0	0	0
MGH54_P12_D01	NA	black	0	0	0.79494
MGH54_P12_D02	NA	black	0	3.0552	0
MGH54_P12_D04	NA	black	0	0	0
MGH54_P12_D05	NA	black	0	0	3.0736
MGH54_P12_D06	NA	black	0	0	4.0527
MGH54_P12_D07	NA	black	0	0	0.1865
MGH54_P12_D08	0.374627111069	green3	2	0.19156	0.46048
MGH54_P12_D09	NA	black	0	0	3.8759
MGH54_P12_D10	-0.843256627216	red	1	0.14796	5.3511
MGH54_P12_D11	NA	black	0	0	5.2854
MGH54_P12_D12	NA	black	0	0	2.3051
MGH54_P12_E01	NA	black	0	0	0
MGH54_P12_E02	NA	black	0	0	1.1928
MGH54_P12_E03	NA	black	0	0.32077	0
MGH54_P12_E04	0.0205214190793	red	1	0.51803	0.45418
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	NA	black	0	0.16092	0
MGH54_P12_E07	NA	black	0	0	1.7748
MGH54_P12_E08	NA	black	0	0	4.529
MGH54_P12_E09	NA	black	0	2.9054	0
MGH54_P12_E10	NA	black	0	0	4.0686
MGH54_P12_E11	NA	black	0	0	3.5011
MGH54_P12_E12	NA	black	0	0	2.4877
MGH54_P12_F01	NA	black	0	0	4.8688
MGH54_P12_F02	NA	black	0	0	0.25459
MGH54_P12_F03	0.368740209608	green3	2	0.87814	3.9864
MGH54_P12_F04	0.396273031002	green3	2	0.19661	0.33113
MGH54_P12_F05	NA	black	0	0	0
MGH54_P12_F06	NA	black	0	0	2.3896
MGH54_P12_F07	NA	black	0	0	0
MGH54_P12_F08	-3.56310078157	black	0	3.2821	0.18523
MGH54_P12_F09	-0.490515736187	red	1	0.20914	4.3711
MGH54_P12_F10	NA	black	0	0	0.48852
MGH54_P12_F11	0.438709065997	green3	2	0.16736	0.29396
MGH54_P12_F12	NA	black	0	0	3.9548
MGH54_P12_G01	NA	black	0	0	4.6791
MGH54_P12_G02	NA	black	0	0	4.7697
MGH54_P12_G03	0.260403519003	red	1	0.31846	0.2857
MGH54_P12_G04	NA	black	0	0	0.25338
MGH54_P12_G05	NA	black	0	0	4.7014
MGH54_P12_G06	NA	black	0	0	0
MGH54_P12_G07	-3.17844657744	black	0	3.1651	0.32308
MGH54_P12_G08	NA	black	0	0	1.2172
MGH54_P12_G09	-0.18560071702	red	1	0.27143	3.206
MGH54_P12_G10	NA	black	0	0	4.0812
MGH54_P12_G11	NA	black	0	0	2.389
MGH54_P12_H01	NA	black	0	0	1.5955
MGH54_P12_H02	NA	black	0	0	2.99
MGH54_P12_H03	NA	black	0	0	0.24975
MGH54_P12_H04	NA	black	0	0	0.17505
MGH54_P12_H05	NA	black	0	0	2.8438
MGH54_P12_H06	NA	black	0	0	0.83915
MGH54_P12_H07	0.125271804151	red	1	0.4351	0.20789
MGH54_P12_H09	NA	black	0	0	0
MGH54_P12_H10	0.373287003302	green3	2	0.24853	0.1177
MGH54_P12_H11	NA	black	0	0	3.0853
MGH54_P9_A01	NA	black	0	0	1.4141
MGH54_P9_A02	NA	black	0	0	2.4774
MGH54_P9_A03	0.78768823569	red	1	1.1661	4.2264
MGH54_P9_A04	NA	black	0	0	1.2928
MGH54_P9_A05	NA	black	0	0	0
MGH54_P9_A06	NA	black	0	0	3.3834
MGH54_P9_A07	NA	black	0	0	4.6156
MGH54_P9_A08	NA	black	0	0	0
MGH54_P9_A09	NA	black	0	0	2.8371
MGH54_P9_A10	NA	black	0	0	4.7631
MGH54_P9_A11	-0.16473171346	red	1	0.39835	3.8144
MGH54_P9_A12	NA	black	0	0	1.0093
MGH54_P9_B01	NA	black	0	0	0.22404
MGH54_P9_B02	NA	black	0	0	2.1545
MGH54_P9_B03	NA	black	0	0	3.5618
MGH54_P9_B04	0.808496164531	red	1	1.5888	3.4263
MGH54_P9_B05	4.82510267609	black	0	3.8732	4.5581
MGH54_P9_B06	0.282897539006	red	1	0.27501	0.46989
MGH54_P9_B07	-0.942566296524	red	1	1.2684	0.16864
MGH54_P9_B10	NA	black	0	0	0
MGH54_P9_B11	NA	black	0	0	0
MGH54_P9_B12	NA	black	0	0.67446	0
MGH54_P9_C01	NA	black	0	0	0.3505
MGH54_P9_C02	NA	black	0	0	4.2341
MGH54_P9_C03	NA	black	0	0	0.37851
MGH54_P9_C04	NA	black	0	0	0
MGH54_P9_C05	NA	black	0	0	3.5232
MGH54_P9_C06	NA	black	0	0	0
MGH54_P9_C07	NA	black	0	0	0
MGH54_P9_C08	NA	black	0	0	0.20914
MGH54_P9_C09	NA	black	0	0	0
MGH54_P9_C10	NA	black	0	0	2.6325
MGH54_P9_C11	NA	black	0	0	0.59741
MGH54_P9_C12	0.46725666669	green3	2	0.16864	0.16092
MGH54_P9_D01	NA	black	0	0	4.0961
MGH54_P9_D03	NA	black	0	0	0.27977
MGH54_P9_D04	NA	black	0	0	4.353
MGH54_P9_D05	NA	black	0	0	0.19661
MGH54_P9_D07	NA	black	0	0	1.0165
MGH54_P9_D08	NA	black	0	0	0
MGH54_P9_D09	NA	black	0	0	0
MGH54_P9_D10	-0.189560415899	red	1	0.32654	3.4791
MGH54_P9_D11	NA	black	0	0	0.64062
MGH54_P9_D12	NA	black	0	0	0.3173
MGH54_P9_E01	NA	black	0	0	3.4611
MGH54_P9_E02	NA	black	0	0	0
MGH54_P9_E03	0.0730555001218	red	1	0.30334	1.6915
MGH54_P9_E04	NA	black	0	0	0.22404
MGH54_P9_E05	NA	black	0	0	0.7031
MGH54_P9_E06	NA	black	0	0	0
MGH54_P9_E07	NA	black	0	0	0
MGH54_P9_E08	NA	black	0	0	0
MGH54_P9_E09	NA	black	0	0.24367	0
MGH54_P9_E10	NA	black	0	0	0.2228
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	0	0
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	NA	black	0	0	0.41034
MGH54_P9_F03	NA	black	0	0	0.42975
MGH54_P9_F04	NA	black	0	0	0
MGH54_P9_F05	NA	black	0	0	3.5445
MGH54_P9_F06	NA	black	0	0	3.8718
MGH54_P9_F07	NA	black	0	0	2.6311
MGH54_P9_F08	0.0372424370813	red	1	0.50284	0.44679
MGH54_P9_F09	0.873258488928	red	1	1.7329	3.3657
MGH54_P9_F10	NA	black	0	0	0
MGH54_P9_F11	NA	black	0	0	4.3798
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	-2.86246393064	black	0	4.2643	1.0377
MGH54_P9_G02	NA	black	0	0	0
MGH54_P9_G03	NA	black	0	0	4.4223
MGH54_P9_G04	0.33588809254	red	1	0.26063	0.24732
MGH54_P9_G05	NA	black	0	0	0
MGH54_P9_G06	NA	black	0	0	0.66357
MGH54_P9_G07	NA	black	0	0	0
MGH54_P9_G08	NA	black	0	0	3.5937
MGH54_P9_G09	NA	black	0	0	5.0851
MGH54_P9_G10	NA	black	0	0	4.147
MGH54_P9_G12	NA	black	0	0	4.2253
MGH54_P9_H01	NA	black	0	0	0
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	NA	black	0	0	1.7194
MGH54_P9_H04	-0.647378897133	red	1	0.21164	5.066
MGH54_P9_H05	NA	black	0	0	2.6257
MGH54_P9_H06	NA	black	0	0.22774	0
MGH54_P9_H07	NA	black	0	0	0.57337
MGH54_P9_H08	NA	black	0	0	5.3916
MGH54_P9_H09	NA	black	0	0	0
MGH54_P9_H10	NA	black	0	0	6.0071
MGH54_P9_H11	0.328770959661	red	1	0.26664	0.2461
MGH54_P9_H12	NA	black	0	0.19156	0
MGH54_P2_A05	0.0887636253596	red	1	0.44996	0.57821
MGH54_P2_A06	NA	black	0	0	3.5717
MGH54_P2_A10	NA	black	0	0	2.1405
MGH54_P2_B03	NA	black	0	0	1.5998
MGH54_P2_B04	NA	black	0	0	0
MGH54_P2_B06	NA	black	0	0	3.8077
MGH54_P2_B09	NA	black	0	0	3.275
MGH54_P2_B10	NA	black	0	0	0
MGH54_P2_B11	NA	black	0	0	1.4536
MGH54_P2_C01	NA	black	0	0	0.23389
MGH54_P2_C02	0.466066342323	green3	2	2.5218	2.591
MGH54_P2_C04	NA	black	0	0	5.4641
MGH54_P2_C05	NA	black	0	0	0.33457
MGH54_P2_C09	NA	black	0	0	4.5734
MGH54_P2_C10	NA	black	0	0	4.1343
MGH54_P2_C11	NA	black	0	0	0.10434
MGH54_P2_D01	NA	black	0	0	0
MGH54_P2_D02	NA	black	0	0	1.4281
MGH54_P2_D03	NA	black	0	0	0
MGH54_P2_D04	1.09447070262	red	1	3.2432	2.877
MGH54_P2_E01	NA	black	0	0	0.90149
MGH54_P2_E02	NA	black	0	0	3.803
MGH54_P2_E03	NA	black	0	0.17632	0
MGH54_P2_E04	-0.412853381441	red	1	0.13093	3.6945
MGH54_P2_E05	NA	black	0	0	3.8382
MGH54_P2_E08	NA	black	0	0	1.5231
MGH54_P2_E11	NA	black	0	0	4.1448
MGH54_P2_E12	-0.470840374468	red	1	0.9313	0.31034
